Product_ID,Price,Category,Date
P0001,5898,Fashion,13-07-2025
P0002,9068,Books,30-07-2025
P0003,18251,Sports,25-07-2025
P0004,15351,Electronics,05-07-2025
P0005,13097,Fashion,31-07-2025
P0006,10001,Fashion,19-07-2025
P0007,14453,Books,26-07-2025
P0008,18953,Accessories,26-07-2025
P0009,5691,Sports,02-07-2025
P0010,4901,Beauty,16-07-2025
P0011,1806,Beauty,27-07-2025
P0012,11192,Electronics,04-07-2025
P0013,2120,Beauty,30-07-2025
P0014,17440,Sports,27-07-2025
P0015,11154,Electronics,23-07-2025
P0016,7895,Home Kitchen,10-07-2025
P0017,17106,Laptop,14-07-2025
P0018,19195,Sports,16-07-2025
P0019,396,Accessories,07-07-2025
P0020,5460,Accessories,26-07-2025
P0021,16084,Accessories,04-07-2025
P0022,3755,Fashion,19-07-2025
P0023,3891,Stationery,19-07-2025
P0024,12856,Beauty,24-07-2025
P0025,18969,Books,25-07-2025
P0026,2258,Laptop,21-07-2025
P0027,3433,Accessories,22-07-2025
P0028,2526,Home Kitchen,08-07-2025
P0029,4140,Electronics,12-07-2025
P0030,988,Beauty,17-07-2025
P0031,2658,Laptop,16-07-2025
P0032,14856,Toys,01-07-2025
P0033,6658,Sports,12-07-2025
P0034,10590,Books,05-07-2025
P0035,515,Electronics,30-07-2025
P0036,974,Fashion,26-07-2025
P0037,11465,Home Kitchen,24-07-2025
P0038,7869,Home Kitchen,27-07-2025
P0039,6366,Stationery,04-07-2025
P0040,13516,Stationery,14-07-2025
P0041,3528,Home Kitchen,06-07-2025
P0042,647,Accessories,18-07-2025
P0043,2891,Fashion,21-07-2025
P0044,4407,Electronics,14-07-2025
P0045,19276,Sports,21-07-2025
P0046,10901,Books,03-07-2025
P0047,19177,Accessories,28-07-2025
P0048,18522,Electronics,22-07-2025
P0049,6940,Accessories,09-07-2025
P0050,11988,Electronics,09-07-2025
P0051,10796,Electronics,21-07-2025
P0052,19442,Stationery,01-07-2025
P0053,8211,Books,04-07-2025
P0054,10702,Electronics,27-07-2025
P0055,18990,Fashion,17-07-2025
P0056,2266,Home Kitchen,28-07-2025
P0057,13503,Beauty,26-07-2025
P0058,16754,Toys,25-07-2025
P0059,3661,Accessories,26-07-2025
P0060,9702,Toys,09-07-2025
P0061,19469,Stationery,01-07-2025
P0062,3507,Toys,02-07-2025
P0063,10960,Home Kitchen,29-07-2025
P0064,1126,Laptop,07-07-2025
P0065,11667,Stationery,18-07-2025
P0066,5474,Electronics,09-07-2025
P0067,10008,Electronics,02-07-2025
P0068,14416,Fashion,25-07-2025
P0069,8656,Electronics,13-07-2025
P0070,4178,Books,08-07-2025
P0071,3562,Toys,29-07-2025
P0072,13090,Sports,19-07-2025
P0073,3959,Laptop,04-07-2025
P0074,11973,Fashion,04-07-2025
P0075,7907,Toys,17-07-2025
P0076,4138,Books,07-07-2025
P0077,15005,Accessories,24-07-2025
P0078,17313,Home Kitchen,08-07-2025
P0079,16032,Accessories,01-07-2025
P0080,16244,Home Kitchen,31-07-2025
P0081,6588,Beauty,30-07-2025
P0082,16576,Sports,19-07-2025
P0083,1577,Stationery,17-07-2025
P0084,2423,Home Kitchen,07-07-2025
P0085,13019,Toys,12-07-2025
P0086,19159,Laptop,10-07-2025
P0087,13841,Accessories,25-07-2025
P0088,11813,Laptop,24-07-2025
P0089,7475,Beauty,01-07-2025
P0090,1599,Laptop,27-07-2025
P0091,5458,Accessories,20-07-2025
P0092,825,Stationery,22-07-2025
P0093,9560,Sports,23-07-2025
P0094,8578,Electronics,01-07-2025
P0095,9692,Home Kitchen,30-07-2025
P0096,16963,Toys,13-07-2025
P0097,15055,Books,05-07-2025
P0098,2259,Fashion,12-07-2025
P0099,18486,Electronics,11-07-2025
P0100,13219,Beauty,31-07-2025
P0101,18629,Electronics,27-07-2025
P0102,14145,Home Kitchen,28-07-2025
P0103,11901,Fashion,15-07-2025
P0104,1462,Accessories,12-07-2025
P0105,14306,Beauty,11-07-2025
P0106,5820,Electronics,01-07-2025
P0107,13049,Beauty,11-07-2025
P0108,5157,Laptop,28-07-2025
P0109,156,Sports,30-07-2025
P0110,8011,Home Kitchen,27-07-2025
P0111,5843,Sports,25-07-2025
P0112,4297,Fashion,19-07-2025
P0113,10261,Toys,12-07-2025
P0114,6698,Home Kitchen,21-07-2025
P0115,1433,Books,28-07-2025
P0116,6247,Books,05-07-2025
P0117,799,Electronics,24-07-2025
P0118,16217,Sports,18-07-2025
P0119,5290,Fashion,01-07-2025
P0120,7330,Laptop,13-07-2025
P0121,4637,Beauty,16-07-2025
P0122,725,Books,18-07-2025
P0123,5253,Sports,11-07-2025
P0124,1497,Electronics,26-07-2025
P0125,433,Home Kitchen,01-07-2025
P0126,11255,Books,11-07-2025
P0127,8236,Fashion,11-07-2025
P0128,737,Stationery,21-07-2025
P0129,11542,Books,24-07-2025
P0130,6201,Books,12-07-2025
P0131,6994,Accessories,23-07-2025
P0132,18327,Laptop,24-07-2025
P0133,8046,Books,01-07-2025
P0134,13267,Fashion,07-07-2025
P0135,10881,Home Kitchen,02-07-2025
P0136,10328,Laptop,02-07-2025
P0137,453,Toys,27-07-2025
P0138,18248,Stationery,23-07-2025
P0139,1878,Home Kitchen,30-07-2025
P0140,7250,Books,25-07-2025
P0141,19007,Laptop,26-07-2025
P0142,13048,Stationery,06-07-2025
P0143,995,Home Kitchen,31-07-2025
P0144,465,Stationery,18-07-2025
P0145,16852,Accessories,26-07-2025
P0146,3186,Home Kitchen,09-07-2025
P0147,10987,Sports,21-07-2025
P0148,16689,Sports,27-07-2025
P0149,7712,Accessories,26-07-2025
P0150,16895,Beauty,07-07-2025
P0151,883,Electronics,25-07-2025
P0152,16498,Books,02-07-2025
P0153,17108,Fashion,13-07-2025
P0154,3453,Fashion,21-07-2025
P0155,14842,Stationery,16-07-2025
P0156,6337,Books,12-07-2025
P0157,14076,Home Kitchen,12-07-2025
P0158,11111,Laptop,27-07-2025
P0159,6973,Stationery,04-07-2025
P0160,7293,Home Kitchen,26-07-2025
P0161,6584,Books,05-07-2025
P0162,12880,Beauty,02-07-2025
