Product_ID,Price,Category,Date
P0001,6156,Toys,22-07-2025
P0002,933,Laptop,13-07-2025
P0003,12192,Toys,10-07-2025
P0004,6019,Fashion,04-07-2025
P0005,13928,Beauty,09-07-2025
P0006,16462,Laptop,23-07-2025
P0007,5367,Beauty,31-07-2025
P0008,2999,Home Kitchen,04-07-2025
P0009,9700,Accessories,28-07-2025
P0010,3709,Accessories,13-07-2025
P0011,5502,Books,23-07-2025
P0012,12009,Fashion,25-07-2025
P0013,4074,Home Kitchen,07-07-2025
P0014,16500,Accessories,04-07-2025
P0015,3348,Laptop,26-07-2025
P0016,15158,Stationery,29-07-2025
P0017,9379,Books,18-07-2025
P0018,1964,Home Kitchen,05-07-2025
P0019,14146,Books,09-07-2025
P0020,10865,Stationery,31-07-2025
P0021,3270,Toys,23-07-2025
P0022,12104,Toys,18-07-2025
P0023,3104,Home Kitchen,09-07-2025
P0024,18081,Books,13-07-2025
P0025,14312,Fashion,12-07-2025
P0026,2804,Electronics,10-07-2025
P0027,5448,Books,21-07-2025
P0028,1768,Laptop,04-07-2025
P0029,4153,Laptop,23-07-2025
P0030,12090,Home Kitchen,23-07-2025
P0031,1230,Laptop,05-07-2025
P0032,10875,Laptop,24-07-2025
P0033,484,Books,13-07-2025
P0034,3097,Beauty,27-07-2025
P0035,14450,Sports,31-07-2025
P0036,2931,Home Kitchen,29-07-2025
P0037,6040,Home Kitchen,19-07-2025
P0038,18868,Sports,21-07-2025
P0039,18882,Sports,01-07-2025
P0040,13964,Stationery,25-07-2025
P0041,5009,Home Kitchen,04-07-2025
P0042,16210,Electronics,20-07-2025
P0043,2048,Fashion,24-07-2025
P0044,6275,Sports,08-07-2025
P0045,15916,Books,02-07-2025
P0046,6593,Stationery,20-07-2025
P0047,5127,Fashion,31-07-2025
P0048,3753,Stationery,03-07-2025
P0049,17807,Electronics,29-07-2025
P0050,10141,Beauty,01-07-2025
P0051,13818,Toys,01-07-2025
P0052,7110,Laptop,08-07-2025
P0053,14040,Fashion,10-07-2025
P0054,4526,Sports,29-07-2025
P0055,13117,Beauty,13-07-2025
P0056,18209,Accessories,30-07-2025
P0057,7836,Beauty,16-07-2025
P0058,10151,Laptop,27-07-2025
P0059,3166,Electronics,31-07-2025
P0060,6225,Beauty,09-07-2025
P0061,3259,Laptop,08-07-2025
P0062,3099,Fashion,29-07-2025
P0063,14809,Sports,06-07-2025
P0064,18253,Toys,23-07-2025
P0065,9662,Toys,17-07-2025
P0066,17975,Books,15-07-2025
P0067,3822,Laptop,12-07-2025
P0068,14957,Stationery,11-07-2025
P0069,19819,Home Kitchen,18-07-2025
P0070,13581,Fashion,13-07-2025
P0071,12286,Toys,14-07-2025
P0072,14217,Toys,13-07-2025
P0073,980,Sports,16-07-2025
P0074,297,Accessories,16-07-2025
P0075,2644,Electronics,03-07-2025
P0076,416,Stationery,29-07-2025
P0077,6018,Beauty,04-07-2025
P0078,4426,Home Kitchen,23-07-2025
P0079,8147,Toys,31-07-2025
P0080,10608,Books,31-07-2025
P0081,17638,Stationery,15-07-2025
P0082,6796,Toys,29-07-2025
P0083,13532,Electronics,05-07-2025
P0084,4531,Toys,01-07-2025
P0085,6415,Sports,29-07-2025
P0086,7164,Sports,23-07-2025
P0087,13373,Books,23-07-2025
P0088,17927,Stationery,18-07-2025
P0089,15406,Electronics,02-07-2025
P0090,5950,Accessories,10-07-2025
P0091,6681,Laptop,29-07-2025
P0092,7040,Laptop,01-07-2025
P0093,15638,Laptop,25-07-2025
P0094,118,Stationery,02-07-2025
P0095,18422,Beauty,28-07-2025
P0096,13049,Toys,03-07-2025
P0097,619,Laptop,25-07-2025
P0098,10755,Accessories,02-07-2025
P0099,11539,Stationery,27-07-2025
P0100,176,Home Kitchen,14-07-2025
P0101,8952,Home Kitchen,01-07-2025
P0102,14681,Sports,19-07-2025
P0103,12138,Sports,17-07-2025
P0104,3090,Toys,13-07-2025
P0105,8639,Laptop,15-07-2025
P0106,15334,Books,25-07-2025
P0107,16904,Books,27-07-2025
P0108,17022,Fashion,23-07-2025
P0109,2570,Home Kitchen,09-07-2025
P0110,8372,Stationery,23-07-2025
P0111,10029,Stationery,10-07-2025
P0112,9988,Home Kitchen,22-07-2025
P0113,6369,Fashion,28-07-2025
P0114,10956,Electronics,05-07-2025
P0115,1246,Electronics,01-07-2025
P0116,6319,Accessories,04-07-2025
P0117,5526,Accessories,24-07-2025
P0118,6658,Toys,09-07-2025
P0119,13414,Fashion,27-07-2025
P0120,13955,Accessories,31-07-2025
P0121,3189,Electronics,17-07-2025
P0122,11877,Books,29-07-2025
P0123,17648,Toys,12-07-2025
P0124,16154,Books,22-07-2025
P0125,4448,Sports,29-07-2025
P0126,18493,Stationery,16-07-2025
P0127,4346,Beauty,15-07-2025
P0128,18445,Laptop,02-07-2025
P0129,18616,Fashion,27-07-2025
P0130,17252,Beauty,14-07-2025
P0131,18322,Toys,10-07-2025
P0132,18365,Fashion,02-07-2025
P0133,9022,Home Kitchen,28-07-2025
